ipa,syl,son,cons,cont,delrel,lat,nas,strid,voi,sg,cg,ant,cor,distr,lab,hi,lo,back,round,velaric,long,tense,approx,dors
cʲʼ,-,-,+,-,-,0,0,0,-,0,+,0,-,0,-,+,-,-,0,0,0,0,0,+
kʲʼ,-,-,+,-,-,0,0,0,-,0,+,0,-,0,-,+,-,-,0,0,0,0,0,+
qʲʼ,-,-,+,-,-,0,0,0,-,0,+,0,-,0,-,+,-,-,0,0,0,0,0,+
ɟ̰ʲ,-,-,+,-,-,0,0,0,+,0,+,0,-,0,-,+,-,-,0,0,0,0,0,+
ɡ̰ʲ,-,-,+,-,-,0,0,0,+,0,+,0,-,0,-,+,-,-,0,0,0,0,0,+
ɢ̰ʲ,-,-,+,-,-,0,0,0,+,0,+,0,-,0,-,+,-,-,0,0,0,0,0,+
ˀɟ,-,-,+,-,-,0,0,0,+,0,+,0,-,0,-,+,-,-,0,0,0,0,0,+
ɟ̰,-,-,+,-,-,0,0,0,+,0,+,0,-,0,-,+,-,-,0,0,0,0,0,+
ˀk,-,-,+,-,-,0,0,0,-,0,+,0,-,0,-,+,-,+,0,0,0,0,0,+
kʼ,-,-,+,-,-,0,0,0,-,0,+,0,-,0,-,+,-,+,0,0,0,0,0,+
ɟ̰ˠ,-,-,+,-,-,0,0,0,+,0,+,0,-,0,-,+,-,+,0,0,0,0,0,+
ɡ̰ˠ,-,-,+,-,-,0,0,0,+,0,+,0,-,0,-,+,-,+,0,0,0,0,0,+
ɢ̰ˠ,-,-,+,-,-,0,0,0,+,0,+,0,-,0,-,+,-,+,0,0,0,0,0,+
ˀɡ,-,-,+,-,-,0,0,0,+,0,+,0,-,0,-,+,-,+,0,0,0,0,0,+
ɡ̰,-,-,+,-,-,0,0,0,+,0,+,0,-,0,-,+,-,+,0,0,0,0,0,+
cʷʼ,-,-,+,-,-,0,0,0,-,0,+,0,-,0,-,+,-,+,+,0,0,0,0,+
kʷʼ,-,-,+,-,-,0,0,0,-,0,+,0,-,0,-,+,-,+,+,0,0,0,0,+
qʷʼ,-,-,+,-,-,0,0,0,-,0,+,0,-,0,-,+,-,+,+,0,0,0,0,+
cʼʷ,-,-,+,-,-,0,0,0,-,0,+,0,-,0,-,+,-,+,+,0,0,0,0,+
kʼʷ,-,-,+,-,-,0,0,0,-,0,+,0,-,0,-,+,-,+,+,0,0,0,0,+
qʼʷ,-,-,+,-,-,0,0,0,-,0,+,0,-,0,-,+,-,+,+,0,0,0,0,+
ɟ̰ʷ,-,-,+,-,-,0,0,0,+,0,+,0,-,0,-,+,-,+,+,0,0,0,0,+
ɡ̰ʷ,-,-,+,-,-,0,0,0,+,0,+,0,-,0,-,+,-,+,+,0,0,0,0,+
ɢ̰ʷ,-,-,+,-,-,0,0,0,+,0,+,0,-,0,-,+,-,+,+,0,0,0,0,+
cˤʼ,-,-,+,-,-,0,0,0,-,0,+,0,-,0,-,+,+,+,0,0,0,0,0,+
kˤʼ,-,-,+,-,-,0,0,0,-,0,+,0,-,0,-,+,+,+,0,0,0,0,0,+
ɟ̰ˤ,-,-,+,-,-,0,0,0,+,0,+,0,-,0,-,+,+,+,0,0,0,0,0,+
ɡ̰ˤ,-,-,+,-,-,0,0,0,+,0,+,0,-,0,-,+,+,+,0,0,0,0,0,+
cʷˤʼ,-,-,+,-,-,0,0,0,-,0,+,0,-,0,-,+,+,+,+,0,0,0,0,+
kʷˤʼ,-,-,+,-,-,0,0,0,-,0,+,0,-,0,-,+,+,+,+,0,0,0,0,+
qʷˤʼ,-,-,+,-,-,0,0,0,-,0,+,0,-,0,-,+,+,+,+,0,0,0,0,+
ʈʷˤʼ,-,-,+,-,-,0,0,0,-,0,+,-,+,-,-,+,+,+,+,0,0,0,0,-
tʷˤʼ,-,-,+,-,-,0,0,0,-,0,+,+,+,-,-,+,+,+,+,0,0,0,0,-
t̪ʷˤʼ,-,-,+,-,-,0,0,0,-,0,+,+,+,+,-,+,+,+,+,0,0,0,0,-
pʷˤʼ,-,-,+,-,-,0,0,0,-,0,+,0,-,0,+,+,+,+,+,0,0,0,0,-
ɖ̤,-,-,+,-,-,0,0,0,+,+,0,-,+,-,-,0,0,0,0,0,0,0,0,-
d̤,-,-,+,-,-,0,0,0,+,+,0,+,+,-,-,0,0,0,0,0,0,0,0,-
d̪̤,-,-,+,-,-,0,0,0,+,+,0,+,+,+,-,0,0,0,0,0,0,0,+,-
b̤,-,-,+,-,-,0,0,0,+,+,0,0,-,0,+,0,0,0,0,0,0,0,0,-
ɖ̤ˤ,-,-,+,-,-,0,0,0,+,+,0,-,+,-,-,0,+,+,0,0,0,0,0,-
d̤ˤ,-,-,+,-,-,0,0,0,+,+,0,+,+,-,-,0,+,+,0,0,0,0,0,-
d̪̤ˤ,-,-,+,-,-,0,0,0,+,+,0,+,+,+,-,0,+,+,0,0,0,0,+,-
b̤ˤ,-,-,+,-,-,0,0,0,+,+,0,0,-,0,+,0,+,+,0,0,0,0,0,-
ɢ̤,-,-,+,-,-,0,0,0,+,+,0,0,-,0,-,-,-,+,0,0,0,0,0,+
ɢ̤ˤ,-,-,+,-,-,0,0,0,+,+,0,0,-,0,-,-,+,+,0,0,0,0,0,+
ɖ̤ʲ,-,-,+,-,-,0,0,0,+,+,0,-,+,-,-,+,0,-,0,0,0,0,0,-
ɖ̤ˠ,-,-,+,-,-,0,0,0,+,+,0,-,+,-,-,+,0,+,0,0,0,0,0,-
ɖ̤ʷ,-,-,+,-,-,0,0,0,+,+,0,-,+,-,-,+,0,+,+,0,0,0,0,-
d̤ʲ,-,-,+,-,-,0,0,0,+,+,0,+,+,-,-,+,0,-,0,0,0,0,0,-
d̤ˠ,-,-,+,-,-,0,0,0,+,+,0,+,+,-,-,+,0,+,0,0,0,0,0,-
d̤ʷ,-,-,+,-,-,0,0,0,+,+,0,+,+,-,-,+,0,+,+,0,0,0,0,-
d̪̤ʲ,-,-,+,-,-,0,0,0,+,+,0,+,+,+,-,+,0,-,0,0,0,0,+,-
d̪̤ˠ,-,-,+,-,-,0,0,0,+,+,0,+,+,+,-,+,0,+,0,0,0,0,+,-
d̪̤ʷ,-,-,+,-,-,0,0,0,+,+,0,+,+,+,-,+,0,+,+,0,0,0,+,-
b̤ʲ,-,-,+,-,-,0,0,0,+,+,0,0,-,0,+,+,0,-,0,0,0,0,0,-
b̤ˠ,-,-,+,-,-,0,0,0,+,+,0,0,-,0,+,+,0,+,0,0,0,0,0,-
b̤ʷ,-,-,+,-,-,0,0,0,+,+,0,0,-,0,+,+,0,+,+,0,0,0,0,-
ɟ̤ʲ,-,-,+,-,-,0,0,0,+,+,0,0,-,0,-,+,-,-,0,0,0,0,0,+
ɡ̤ʲ,-,-,+,-,-,0,0,0,+,+,0,0,-,0,-,+,-,-,0,0,0,0,0,+
ɢ̤ʲ,-,-,+,-,-,0,0,0,+,+,0,0,-,0,-,+,-,-,0,0,0,0,0,+
ɟ̤,-,-,+,-,-,0,0,0,+,+,0,0,-,0,-,+,-,-,0,0,0,0,0,+
ɟ̤ˠ,-,-,+,-,-,0,0,0,+,+,0,0,-,0,-,+,-,+,0,0,0,0,0,+
ɡ̤ˠ,-,-,+,-,-,0,0,0,+,+,0,0,-,0,-,+,-,+,0,0,0,0,0,+
ɢ̤ˠ,-,-,+,-,-,0,0,0,+,+,0,0,-,0,-,+,-,+,0,0,0,0,0,+
ɡ̤,-,-,+,-,-,0,0,0,+,+,0,0,-,0,-,+,-,+,0,0,0,0,0,+
ɟ̤ʷ,-,-,+,-,-,0,0,0,+,+,0,0,-,0,-,+,-,+,+,0,0,0,0,+
ɡ̤ʷ,-,-,+,-,-,0,0,0,+,+,0,0,-,0,-,+,-,+,+,0,0,0,0,+
ɢ̤ʷ,-,-,+,-,-,0,0,0,+,+,0,0,-,0,-,+,-,+,+,0,0,0,0,+
ɟ̤ˤ,-,-,+,-,-,0,0,0,+,+,0,0,-,0,-,+,+,+,0,0,0,0,0,+
ɡ̤ˤ,-,-,+,-,-,0,0,0,+,+,0,0,-,0,-,+,+,+,0,0,0,0,0,+
ɬ͈,-,-,+,-,-,+,0,+,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,0
ʈⁿ,-,-,+,-,-,0,+,0,-,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ɖⁿ,-,-,+,-,-,0,+,0,+,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
tⁿ,-,-,+,-,-,0,+,0,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
dⁿ,-,-,+,-,-,0,+,0,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
t̪ⁿ,-,-,+,-,-,0,+,0,-,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
d̪ⁿ,-,-,+,-,-,0,+,0,+,0,0,+,+,+,-,0,0,0,0,0,0,0,+,-
pⁿ,-,-,+,-,-,0,+,0,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
bⁿ,-,-,+,-,-,0,+,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
qⁿ,-,-,+,-,-,0,+,0,-,0,0,0,-,0,-,-,-,+,0,0,0,0,0,+
ɢⁿ,-,-,+,-,-,0,+,0,+,0,0,0,-,0,-,-,-,+,0,0,0,0,0,+
cⁿ,-,-,+,-,-,0,+,0,-,0,0,0,-,0,-,+,-,-,0,0,0,0,0,+
ɟⁿ,-,-,+,-,-,0,+,0,+,0,0,0,-,0,-,+,-,-,0,0,0,0,0,+
kⁿ,-,-,+,-,-,0,+,0,-,0,0,0,-,0,-,+,-,+,0,0,0,0,0,+
ɡⁿ,-,-,+,-,-,0,+,0,+,0,0,0,-,0,-,+,-,+,0,0,0,0,0,+
ʧ̟,-,-,+,-,+,0,0,+,-,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʧ̠,-,-,+,-,+,0,0,+,-,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʧᵊ,-,-,+,-,+,0,0,+,-,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ˈʧ,-,-,+,-,+,0,0,+,-,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʧᵗ,-,-,+,-,+,0,0,+,-,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ˌʧ,-,-,+,-,+,0,0,+,-,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʧ̾,-,-,+,-,+,0,0,+,-,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʧᶻ,-,-,+,-,+,0,0,+,-,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʧ̚,-,-,+,-,+,0,0,+,-,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʧ,-,-,+,-,+,0,0,+,-,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʧᵈ,-,-,+,-,+,0,0,+,-,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʰ̵ʧ,-,-,+,-,+,0,0,+,-,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʧᵍ,-,-,+,-,+,0,0,+,-,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ᵈ̵ʧ,-,-,+,-,+,0,0,+,-,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʧ͉,-,-,+,-,+,0,0,+,-,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʧ̪,-,-,+,-,+,0,0,+,-,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ᵇ̵ʧ,-,-,+,-,+,0,0,+,-,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʤ̟,-,-,+,-,+,0,0,+,+,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʤ̠,-,-,+,-,+,0,0,+,+,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ˈʤ,-,-,+,-,+,0,0,+,+,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʤᵗ,-,-,+,-,+,0,0,+,+,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ˌʤ,-,-,+,-,+,0,0,+,+,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʤᵊ,-,-,+,-,+,0,0,+,+,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʤᶻ,-,-,+,-,+,0,0,+,+,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʤ̾,-,-,+,-,+,0,0,+,+,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʤ̚,-,-,+,-,+,0,0,+,+,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʤ,-,-,+,-,+,0,0,+,+,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʤᵈ,-,-,+,-,+,0,0,+,+,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʤᵍ,-,-,+,-,+,0,0,+,+,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ᵈ̵ʤ,-,-,+,-,+,0,0,+,+,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʤ͉,-,-,+,-,+,0,0,+,+,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʤ̪,-,-,+,-,+,0,0,+,+,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ᵇ̵ʤ,-,-,+,-,+,0,0,+,+,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʰ̵ʤ,-,-,+,-,+,0,0,+,+,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʦ̺,-,-,+,-,+,0,0,+,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ʦ̟,-,-,+,-,+,0,0,+,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ʦ̠,-,-,+,-,+,0,0,+,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ʦᵊ,-,-,+,-,+,0,0,+,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ˈʦ,-,-,+,-,+,0,0,+,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ʦᵗ,-,-,+,-,+,0,0,+,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ˌʦ,-,-,+,-,+,0,0,+,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ʦᶻ,-,-,+,-,+,0,0,+,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ʦ̾,-,-,+,-,+,0,0,+,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ʦ̚,-,-,+,-,+,0,0,+,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ʦ,-,-,+,-,+,0,0,+,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ʦᵈ,-,-,+,-,+,0,0,+,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ʦᵍ,-,-,+,-,+,0,0,+,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ᵈ̵ʦ,-,-,+,-,+,0,0,+,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ʦ͉,-,-,+,-,+,0,0,+,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ʦ̪,-,-,+,-,+,0,0,+,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ᵇ̵ʦ,-,-,+,-,+,0,0,+,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ʰ̵ʦ,-,-,+,-,+,0,0,+,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ʣ̺,-,-,+,-,+,0,0,+,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ʣ̟,-,-,+,-,+,0,0,+,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ʣ̠,-,-,+,-,+,0,0,+,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ˈʣ,-,-,+,-,+,0,0,+,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ʣᵗ,-,-,+,-,+,0,0,+,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ˌʣ,-,-,+,-,+,0,0,+,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ʣᶻ,-,-,+,-,+,0,0,+,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ʣᵊ,-,-,+,-,+,0,0,+,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ʣ̾,-,-,+,-,+,0,0,+,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ʣ̚,-,-,+,-,+,0,0,+,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ʣ,-,-,+,-,+,0,0,+,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ʣᵈ,-,-,+,-,+,0,0,+,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ʣᵍ,-,-,+,-,+,0,0,+,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ᵈ̵ʣ,-,-,+,-,+,0,0,+,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ʣ͉,-,-,+,-,+,0,0,+,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ʣ̪,-,-,+,-,+,0,0,+,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ᵇ̵ʣ,-,-,+,-,+,0,0,+,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ʰ̵ʣ,-,-,+,-,+,0,0,+,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ʦ̻,-,-,+,-,+,0,0,+,-,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
ʣ̻,-,-,+,-,+,0,0,+,+,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
ð͈,-,-,+,-,+,0,0,-,+,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
ʧˤ,-,-,+,-,+,0,0,+,-,0,0,-,-,+,-,0,+,+,0,0,0,0,0,+
ʤˤ,-,-,+,-,+,0,0,+,+,0,0,-,-,+,-,0,+,+,0,0,0,0,0,+
ʦˤ,-,-,+,-,+,0,0,+,-,0,0,+,+,-,-,0,+,+,0,0,0,0,0,-
ʣˤ,-,-,+,-,+,0,0,+,+,0,0,+,+,-,-,0,+,+,0,0,0,0,0,-
ʧʳ,-,-,+,-,+,0,0,+,-,0,0,-,-,+,-,+,0,0,+,0,0,0,0,+
ʧʴ,-,-,+,-,+,0,0,+,-,0,0,-,-,+,-,+,0,0,+,0,0,0,0,+
ʤʳ,-,-,+,-,+,0,0,+,+,0,0,-,-,+,-,+,0,0,+,0,0,0,0,+
ʤʴ,-,-,+,-,+,0,0,+,+,0,0,-,-,+,-,+,0,0,+,0,0,0,0,+
ʧʲ,-,-,+,-,+,0,0,+,-,0,0,-,-,+,-,+,0,-,0,0,0,0,0,+
ʤʲ,-,-,+,-,+,0,0,+,+,0,0,-,-,+,-,+,0,-,0,0,0,0,0,+
ʧᶣ,-,-,+,-,+,0,0,+,-,0,0,-,-,+,-,+,0,-,+,0,0,0,0,+
ʤᶣ,-,-,+,-,+,0,0,+,+,0,0,-,-,+,-,+,0,-,+,0,0,0,0,+
ʧˠ,-,-,+,-,+,0,0,+,-,0,0,-,-,+,-,+,0,+,0,0,0,0,0,+
ʤˠ,-,-,+,-,+,0,0,+,+,0,0,-,-,+,-,+,0,+,0,0,0,0,0,+
ʧʷ,-,-,+,-,+,0,0,+,-,0,0,-,-,+,-,+,0,+,+,0,0,0,0,+
ʧʷˠ,-,-,+,-,+,0,0,+,-,0,0,-,-,+,-,+,0,+,+,0,0,0,0,+
ʧʲʷ,-,-,+,-,+,0,0,+,-,0,0,-,-,+,-,+,0,+,+,0,0,0,0,+
ʤʷˠ,-,-,+,-,+,0,0,+,+,0,0,-,-,+,-,+,0,+,+,0,0,0,0,+
ʤʷ,-,-,+,-,+,0,0,+,+,0,0,-,-,+,-,+,0,+,+,0,0,0,0,+
ʤʲʷ,-,-,+,-,+,0,0,+,+,0,0,-,-,+,-,+,0,+,+,0,0,0,0,+
ʦʳ,-,-,+,-,+,0,0,+,-,0,0,-,+,-,-,+,0,0,+,0,0,0,0,-
ʦʴ,-,-,+,-,+,0,0,+,-,0,0,-,+,-,-,+,0,0,+,0,0,0,0,-
ʣʳ,-,-,+,-,+,0,0,+,+,0,0,-,+,-,-,+,0,0,+,0,0,0,0,-
ʣʴ,-,-,+,-,+,0,0,+,+,0,0,-,+,-,-,+,0,0,+,0,0,0,0,-
ʦʲ,-,-,+,-,+,0,0,+,-,0,0,+,+,-,-,+,0,-,0,0,0,0,0,-
ʣʲ,-,-,+,-,+,0,0,+,+,0,0,+,+,-,-,+,0,-,0,0,0,0,0,-
ʦᶣ,-,-,+,-,+,0,0,+,-,0,0,+,+,-,-,+,0,-,+,0,0,0,0,-
ʣᶣ,-,-,+,-,+,0,0,+,+,0,0,+,+,-,-,+,0,-,+,0,0,0,0,-
ʦˠ,-,-,+,-,+,0,0,+,-,0,0,+,+,-,-,+,0,+,0,0,0,0,0,-
ʣˠ,-,-,+,-,+,0,0,+,+,0,0,+,+,-,-,+,0,+,0,0,0,0,0,-
ʦʷ,-,-,+,-,+,0,0,+,-,0,0,+,+,-,-,+,0,+,+,0,0,0,0,-
ʦʷˠ,-,-,+,-,+,0,0,+,-,0,0,+,+,-,-,+,0,+,+,0,0,0,0,-
ʦʲʷ,-,-,+,-,+,0,0,+,-,0,0,+,+,-,-,+,0,+,+,0,0,0,0,-
ʣʷˠ,-,-,+,-,+,0,0,+,+,0,0,+,+,-,-,+,0,+,+,0,0,0,0,-
ʣʷ,-,-,+,-,+,0,0,+,+,0,0,+,+,-,-,+,0,+,+,0,0,0,0,-
ʣʲʷ,-,-,+,-,+,0,0,+,+,0,0,+,+,-,-,+,0,+,+,0,0,0,0,-
ʧʷˤ,-,-,+,-,+,0,0,+,-,0,0,-,-,+,-,+,+,+,+,0,0,0,0,+
ʤʷˤ,-,-,+,-,+,0,0,+,+,0,0,-,-,+,-,+,+,+,+,0,0,0,0,+
ʦʷˤ,-,-,+,-,+,0,0,+,-,0,0,+,+,-,-,+,+,+,+,0,0,0,0,-
ʣʷˤ,-,-,+,-,+,0,0,+,+,0,0,+,+,-,-,+,+,+,+,0,0,0,0,-
ˀʧ,-,-,+,-,+,0,0,+,-,0,+,-,-,+,-,0,0,0,0,0,0,0,0,+
ʧʼ,-,-,+,-,+,0,0,+,-,0,+,-,-,+,-,0,0,0,0,0,0,0,0,+
ˀʤ,-,-,+,-,+,0,0,+,+,0,+,-,-,+,-,0,0,0,0,0,0,0,0,+
ʤ̰,-,-,+,-,+,0,0,+,+,0,+,-,-,+,-,0,0,0,0,0,0,0,0,+
ˀʦ,-,-,+,-,+,0,0,+,-,0,+,+,+,-,-,0,0,0,0,0,0,0,0,-
ʦʼ,-,-,+,-,+,0,0,+,-,0,+,+,+,-,-,0,0,0,0,0,0,0,0,-
ʣ̰,-,-,+,-,+,0,0,+,+,0,+,+,+,-,-,0,0,0,0,0,0,0,0,-
ˀʣ,-,-,+,-,+,0,0,+,+,0,+,+,+,-,-,0,0,0,0,0,0,0,0,-
ʧˤʼ,-,-,+,-,+,0,0,+,-,0,+,-,-,+,-,0,+,+,0,0,0,0,0,+
ʤ̰ˤ,-,-,+,-,+,0,0,+,+,0,+,-,-,+,-,0,+,+,0,0,0,0,0,+
ʦˤʼ,-,-,+,-,+,0,0,+,-,0,+,+,+,-,-,0,+,+,0,0,0,0,0,-
ʣ̰ˤ,-,-,+,-,+,0,0,+,+,0,+,+,+,-,-,0,+,+,0,0,0,0,0,-
ʧʼʲ,-,-,+,-,+,0,0,+,-,0,+,-,-,+,-,+,0,-,0,0,0,0,0,+
ʧʲʼ,-,-,+,-,+,0,0,+,-,0,+,-,-,+,-,+,0,-,0,0,0,0,0,+
ʤ̰ʲ,-,-,+,-,+,0,0,+,+,0,+,-,-,+,-,+,0,-,0,0,0,0,0,+
ʤ̰ˠ,-,-,+,-,+,0,0,+,+,0,+,-,-,+,-,+,0,+,0,0,0,0,0,+
ʧʷʼ,-,-,+,-,+,0,0,+,-,0,+,-,-,+,-,+,0,+,+,0,0,0,0,+
ʧʼʷ,-,-,+,-,+,0,0,+,-,0,+,-,-,+,-,+,0,+,+,0,0,0,0,+
ʤ̰ʷ,-,-,+,-,+,0,0,+,+,0,+,-,-,+,-,+,0,+,+,0,0,0,0,+
ʦʼʲ,-,-,+,-,+,0,0,+,-,0,+,+,+,-,-,+,0,-,0,0,0,0,0,-
ʦʲʼ,-,-,+,-,+,0,0,+,-,0,+,+,+,-,-,+,0,-,0,0,0,0,0,-
ʣ̰ʲ,-,-,+,-,+,0,0,+,+,0,+,+,+,-,-,+,0,-,0,0,0,0,0,-
ʣ̰ˠ,-,-,+,-,+,0,0,+,+,0,+,+,+,-,-,+,0,+,0,0,0,0,0,-
ʦʷʼ,-,-,+,-,+,0,0,+,-,0,+,+,+,-,-,+,0,+,+,0,0,0,0,-
ʦʼʷ,-,-,+,-,+,0,0,+,-,0,+,+,+,-,-,+,0,+,+,0,0,0,0,-
ʣ̰ʷ,-,-,+,-,+,0,0,+,+,0,+,+,+,-,-,+,0,+,+,0,0,0,0,-
ʧʷˤʼ,-,-,+,-,+,0,0,+,-,0,+,-,-,+,-,+,+,+,+,0,0,0,0,+
ʦʷˤʼ,-,-,+,-,+,0,0,+,-,0,+,+,+,-,-,+,+,+,+,0,0,0,0,-
ʤ̤,-,-,+,-,+,0,0,+,+,+,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʣ̤,-,-,+,-,+,0,0,+,+,+,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ʤ̤ˤ,-,-,+,-,+,0,0,+,+,+,0,-,-,+,-,0,+,+,0,0,0,0,0,+
ʣ̤ˤ,-,-,+,-,+,0,0,+,+,+,0,+,+,-,-,0,+,+,0,0,0,0,0,-
ʤ̤ʲ,-,-,+,-,+,0,0,+,+,+,0,-,-,+,-,+,0,-,0,0,0,0,0,+
ʤ̤ˠ,-,-,+,-,+,0,0,+,+,+,0,-,-,+,-,+,0,+,0,0,0,0,0,+
ʤ̤ʷ,-,-,+,-,+,0,0,+,+,+,0,-,-,+,-,+,0,+,+,0,0,0,0,+
ʣ̤ʲ,-,-,+,-,+,0,0,+,+,+,0,+,+,-,-,+,0,-,0,0,0,0,0,-
ʣ̤ˠ,-,-,+,-,+,0,0,+,+,+,0,+,+,-,-,+,0,+,0,0,0,0,0,-
ʣ̤ʷ,-,-,+,-,+,0,0,+,+,+,0,+,+,-,-,+,0,+,+,0,0,0,0,-
ʈˡ,-,-,+,-,+,+,0,0,-,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ɖˡ,-,-,+,-,+,+,0,0,+,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
tˡ,-,-,+,-,+,+,0,0,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
dˡ,-,-,+,-,+,+,0,0,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
t̪ˡ,-,-,+,-,+,+,0,0,-,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
d̪ˡ,-,-,+,-,+,+,0,0,+,0,0,+,+,+,-,0,0,0,0,0,0,0,+,-
h̝,-,-,-,+,0,0,0,0,-,+,-,0,0,0,0,0,0,0,0,0,0,0,-,0
h̞,-,-,-,+,0,0,0,0,-,+,-,0,0,0,0,0,0,0,0,0,0,0,-,0
hʰ,-,-,-,+,0,0,0,0,-,+,-,0,0,0,0,0,0,0,0,0,0,0,-,0
h̟,-,-,-,+,0,0,0,0,-,+,-,0,0,0,0,0,0,0,0,0,0,0,-,0
hᵊ,-,-,-,+,0,0,0,0,-,+,-,0,0,0,0,0,0,0,0,0,0,0,-,0
